seed	Area
631	0.714625
632	0.652583
633	0.713868
634	0.73509
635	0.617556
636	0.650111
637	0.670444
638	0.680375
639	0.636729
640	0.740021
641	0.691875
642	0.684889
643	0.621965
644	0.69075
645	0.682944
646	0.637292
647	0.673194
648	0.642611
649	0.685535
650	0.71409
651	0.690569
652	0.719618
653	0.690438
654	0.653611
655	0.739819
656	0.622799
657	0.706903
658	0.648014
659	0.614368
660	0.725104
661	0.650931
662	0.666049
663	0.739799
664	0.728125
665	0.692424
666	0.637931
667	0.612097
668	0.678549
669	0.644556
670	0.600472
671	0.641306
672	0.700937
673	0.700826
674	0.724403
675	0.645854
676	0.716604
677	0.660514
678	0.649701
679	0.671965
680	0.684458
681	0.710229
682	0.651069
683	0.634424
684	0.647458
685	0.729396
686	0.692014
687	0.721278
688	0.672021
689	0.652069
690	0.657819
691	0.656674
692	0.713542
693	0.64575
694	0.717694
695	0.71709
696	0.68241
697	0.554708
698	0.754465
699	0.681889
700	0.635861
701	0.754528
702	0.581736
703	0.680549
704	0.674097
705	0.667153
706	0.677153
707	0.624854
708	0.679562
709	0.657431
710	0.599396
711	0.636653
712	0.722743
713	0.67866
714	0.664972
715	0.662986
716	0.6935
717	0.630444
718	0.667764
719	0.719764
720	0.689896
721	0.539931
722	0.768785
723	0.661708
724	0.656604
725	0.696799
726	0.640139
727	0.7085
728	0.65284
729	0.689944
730	0.724882
731	0.70159
732	0.61591
733	0.687333
734	0.710187
735	0.644951
736	0.603056
737	0.722833
738	0.611792
739	0.656396
740	0.634167
741	0.579403
742	0.670507
743	0.637979
744	0.680458
745	0.698118
746	0.660361
747	0.679361
748	0.65741
749	0.700958
750	0.712222
751	0.701139
752	0.634188
753	0.574965
754	0.678049
755	0.715757
756	0.658813
757	0.639563
758	0.685153
759	0.601604
760	0.668569
761	0.700243
762	0.681979
763	0.731174
764	0.671285
765	0.56091
766	0.650188
767	0.671569
768	0.642951
769	0.661875
770	0.705632
771	0.648701
772	0.669736
773	0.664792
774	0.679076
775	0.707931
776	0.664444
777	0.667417
778	0.675806
779	0.689139
780	0.682451
781	0.64684
782	0.703424
783	0.723028
784	0.627667
785	0.683389
786	0.709347
787	0.705299
788	0.684063
789	0.648431
790	0.716056
791	0.707319
792	0.644132
793	0.727153
794	0.658646
795	0.667694
796	0.650889
797	0.619694
798	0.642806
799	0.658708
800	0.591785
801	0.631125
802	0.691861
803	0.638514
804	0.662028
805	0.72925
806	0.612042
807	0.676021
808	0.672701
809	0.729778
810	0.760972
811	0.722347
812	0.648007
813	0.679181
814	0.617132
815	0.618604
816	0.59884
817	0.640181
818	0.609056
819	0.672715
820	0.709451
821	0.707458
822	0.628903
823	0.705076
824	0.741729
825	0.717583
826	0.554271
827	0.647882
828	0.663493
829	0.66141
830	0.63534
831	0.527021
832	0.697819
833	0.644285
834	0.642403
835	0.705597
836	0.572104
837	0.694299
838	0.721729
839	0.700611
840	0.660528
841	0.665451
842	0.65891
843	0.673715
844	0.590083
845	0.707896
846	0.721785
847	0.638333
848	0.618069
849	0.73659
850	0.569194
851	0.712764
852	0.655625
853	0.669639
854	0.653674
855	0.708354
856	0.718542
857	0.588243
858	0.669903
859	0.70084
860	0.610868
861	0.669771
862	0.676042
863	0.611646
864	0.658361
865	0.720986
866	0.61375
867	0.655528
868	0.748847
869	0.639847
870	0.646243
871	0.712368
872	0.665771
873	0.639625
874	0.705924
875	0.640563
876	0.721417
877	0.709597
878	0.580187
879	0.62975
880	0.587535
881	0.672396
882	0.672389
883	0.693896
884	0.663139
885	0.699424
886	0.708736
887	0.683021
888	0.678389
889	0.625153
890	0.705632
891	0.639486
892	0.679535
893	0.681639
894	0.738326
895	0.682
896	0.62759
897	0.676535
898	0.702875
899	0.647729
900	0.646854
901	0.716035
902	0.743701
903	0.651882
904	0.678299
905	0.698389
906	0.6955
907	0.640625
908	0.671486
909	0.625549
910	0.697076
911	0.609271
912	0.654542
913	0.674694
914	0.628792
915	0.582736
916	0.631292
917	0.663292
918	0.6275
919	0.672653
920	0.705194
921	0.68309
922	0.680007
923	0.722437
924	0.702028
925	0.675625
926	0.687312
927	0.659479
928	0.730771
929	0.636396
930	0.607187
931	0.607306
932	0.686792
933	0.671625
934	0.654653
935	0.634208
936	0.621181
937	0.711465
938	0.658264
939	0.676194
940	0.657181
941	0.666687
942	0.674521
943	0.737799
944	0.69016
945	0.723806
946	0.690083
947	0.706229
948	0.639986
949	0.689604
950	0.700951
951	0.584118
952	0.652021
953	0.681424
954	0.651035
955	0.692958
956	0.642667
957	0.675535
958	0.718944
959	0.624986
960	0.649333
961	0.701438
962	0.664396
963	0.680882
964	0.650326
965	0.678451
966	0.599944
967	0.722465
968	0.717021
969	0.664722
970	0.643854
971	0.695583
972	0.719507
973	0.705326
974	0.653882
975	0.663319
976	0.718958
977	0.609076
978	0.713535
979	0.634056
980	0.639361
981	0.691681
982	0.662583
983	0.735083
984	0.601333
985	0.648465
986	0.692708
987	0.658285
988	0.629271
989	0.684174
990	0.655104
991	0.676486
992	0.652028
993	0.646188
994	0.636576
995	0.593625
996	0.636847
997	0.709576
998	0.650535
999	0.69859
